event,logicNeg,cueNeg,pragNeg
PersonX sells candy bars,"[""PersonX does not sell candy bars""]",[],"[""PersonX sells exercise equipment""]"
PersonX eats all of PersonX's food,[],[],[]
PersonX ties up loose ends,[],[],[]
PersonX gives PersonX's son ___,[],[],[]
PersonX is in art class,[],[],[]
PersonX represents PersonX's interests,[],[],[]
PersonX finds a new job,"[""PersonX does not find a new job""]",[],"[""PersonX quits their job""]"
PersonX visits PersonX's uncle,"[""PersonX does not visit PersonX's uncle""]",[],[]
PersonX roasts marshmallows,[],[],[]
PersonX uses PersonY system,"[""PersonX does not use PersonY system""]",[],"[""PersonX likesPersonY system""]"
PersonX is studying for weeks,[],[],[]
PersonX rushes to the dentist,[],[],[]
PersonX is no longer hungry,[],[],[]
PersonX tells PersonY had come,[],[],[]
PersonX completely destroyed,[],[],[]
PersonX wakes up ___ morning,[],[],[]
PersonX gets an f,[],[],[]
PersonX wrecks PersonY's car,"[""PersonX does not wreck PersonY's car""]",[],"[""PersonX repairs PersonY's car""]"
PersonX forgets something,[],[],[]
PersonX reaches PersonY's eyes,[],[],[]
PersonX raises ___ to pay,[],[],[]
PersonX walks dogs,[],[],[]
PersonX wears out PersonX's welcome,[],[],[]
PersonX leaves PersonY's phone,"[""PersonX does not leave PersonY's phone""]","[""PersonX resists leaving PersonY's phone""]","[""PersonX takes PersonY's phone.""]"
PersonX works for PersonY,[],[],[]
PersonX discourages PersonY,[],[],[]
PersonX tells ___ at school,[],[],[]
PersonX takes PersonY chances,[],[],[]
PersonX opens the door,[],[],[]
PersonX brings PersonY forward,[],[],[]
PersonX learns how to play guitar,[],[],[]
PersonX lives large,[],[],[]
PersonX eats PersonY breakfast,"[""PersonX does not eat PersonY breakfast""]",[],"[""PersonX makes PersonY breakfast""]"
PersonX loses PersonY mind,[],[],[]
PersonX gathers wood,[],[],[]
PersonX reluctantly tried,[],[],[]
PersonX takes the bus,[],[],[]
PersonX rubs shoulders,[],[],[]
PersonX sees an advertisement,[],[],[]
PersonX makes ___ in the morning,[],[],[]
PersonX starts ___ today,[],[],[]
PersonX works quickly,"[""PersonX does not work quickly""]",[],"[""PersonX wastes time""]"
PersonX uses PersonY's internet,[],[],[]
PersonX spots check,[],[],[]
PersonX sets PersonX's ___ in motion,[],[],[]
PersonX goes the principal's office,[],[],[]
PersonX drops the writ,[],[],[]
PersonX plays tag,[],[],[]
PersonX wears ___ with pride,[],[],[]
PersonX keeps a eye on PersonY,"[""PersonX does not keep a eye on PersonY""]",[],[]
PersonX stops and get ___,[],[],[]
PersonX takes a deep breath,[],[],[]
PersonX changes ___ forever,[],[],[]
PersonX beats to the punch,[],[],[]
PersonX starts hiking,[],[],[]
PersonX drives to the hospital,[],[],[]
PersonX buys ___ anyway,[],[],[]
PersonX works within the framework,[],[],[]
PersonX passes the ___ away,[],[],[]
PersonX mounts PersonY horse,[],[],[]
PersonX serves ___ to PersonX's family,[],[],[]
PersonX soft shoes,[],[],[]
PersonX works within the system,[],[],[]
PersonX drops ___ by accident,[],[],[]
PersonX gets all the ingredients together,[],[],[]
PersonX sings songs,[],[],[]
PersonX does extra chores,[],[],[]
PersonX follows ___ closely,[],[],[]
PersonX loses PersonY's balance,[],[],[]
PersonX keeps PersonY going,"[""PersonX does not keep PersonY going""]",[],"[""PersonX lets PersonY fall asleep.""]"
PersonX moves behind PersonY,[],[],[]
PersonX keeps PersonY's mouth shut,[],[],[]
PersonX talks to PersonX's husband,"[""PersonX does not talk to PersonX's husband""]",[],"[""PersonX ignores PersonX's husband.""]"
PersonX takes a lot of work,[],[],[]
PersonX washes PersonY feet,[],[],[]
PersonX is invited to a party,"[""PersonX is not invited to a party""]","[""PersonX is barely invited to a party"", ""PersonX is on no condition invited to a party"", ""PersonX is under no circumstances invited to a party"", ""PersonX is forbidden from the party.""]",[]
PersonX brushes my teeth,"[""PersonX does not brush my teeth""]",[],"[""PersonX feeds candy.""]"
PersonX watches cartoons,[],[],[]
PersonX hears ___ nearby,[],[],[]
PersonX plays a ___ in the formation,[],[],[]
PersonX runs the race,[],[],[]
PersonX enjoys PersonX's vacation,[],[],[]
PersonX is PersonX's first day,[],[],[]
PersonX forgets PersonX's problems,[],[],[]
PersonX stands PersonY's ground,[],[],[]
PersonX plays music,[],[],[]
PersonX comes around the corner,[],[],[]
PersonX really enjoy,[],[],[]
PersonX writes the paper,[],[],[]
PersonX takes ___ two hours,[],[],[]
PersonX eats an apple,[],[],[]
PersonX offers ___ a position,[],[],[]
PersonX always told ___,[],[],[]
PersonX watches PersonX's diet,[],[],[]
PersonX almost lost ___,[],[],[]
PersonX calls to account,[],[],[]
PersonX rides shotgun,[],[],[]
PersonX stops going to school,[],[],[]
PersonX gets a team together,[],[],[]
PersonX goes fishing ___,[],[],[]
PersonX takes ___ well,[],[],[]
PersonX wipes PersonX's brow,[],[],[]
PersonX shows PersonY kindness,"[""PersonX does not show PersonY kindness""]",[],"[""PersonX shows PersonY rudeness.""]"
PersonX enters a marathon,"[""PersonX does not enter a marathon""]","[""PersonX avoids a marathon.""]",[]
PersonX sees a shooting star,[],[],[]
PersonX gives PersonY a beating,[],[],[]
PersonX offer to help PersonY,[],[],[]
PersonX places ___ in the way,[],[],[]
PersonX answers every ___,[],[],[]
PersonX turns PersonY's eyes,[],[],[]
PersonX sends PersonY away,"[""PersonX does not send PersonY away""]",[],"[""PersonX tells PersonY to stay""]"
PersonX adds fuel to the fire,[],[],[]
PersonX does push ups,[],[],[]
PersonX accidentally tripped,[],[],[]
PersonX works ___ to make,[],[],[]
PersonX quickly got dressed,[],[],[]
PersonX builds PersonY's houses,[],[],[]
PersonX avenges PersonY's brother's ___,[],[],[]
PersonX loves playing basketball,[],[],[]
PersonX loses PersonX's first tooth,[],[],[]
PersonX starts toward PersonY,[],[],[]
PersonX uses PersonY array,[],[],[]
PersonX carries PersonY's ___ far,[],[],[]
PersonX takes ___ twenty minutes,[],[],[]
PersonX turns on PersonY's heels,[],[],[]
PersonX calms PersonY,[],[],[]
PersonX uses PersonY language,[],[],[]
PersonX goes to PersonX's local electronics store,[],[],[]
PersonX also asked ___,[],[],[]
PersonX knows PersonY very well,[],[],[]
PersonX breaks ranks,[],[],[]
PersonX takes it into the shop,[],[],[]
PersonX gives PersonY presents,[],[],[]
PersonX lets PersonY in,"[""PersonX does not let PersonY in""]",[],"[""PersonX lets PersonY out""]"
PersonX sits back on PersonY's heels,[],[],[]
PersonX loves animals,[],[],[]
PersonX meets students ' ___,[],[],[]
PersonX keeps the puppy,[],[],[]
PersonX closes the door after PersonY,"[""PersonX does not close the door after PersonY""]",[],"[""PersonX opens the door for PersonY.""]"
PersonX says could get,[],[],[]
PersonX helps PersonY feel better,[],[],[]
PersonX makes a pie with PersonY,"[""PersonX does not make a pie with PersonY""]",[],"[""PersonX eats a pie with PersonY""]"
PersonX plays with PersonY's hair,"[""PersonX does not play with PersonY's hair""]",[],"[""PersonX leaves PersonY's hair alone.""]"
PersonX takes advantage of the opportunity,[],[],[]
PersonX sees PersonY's work,[],[],[]
PersonX gives PersonY outline,[],[],[]
PersonX falls among thieves,[],[],[]
PersonX goes check on PersonY,[],[],[]
PersonX is to the rodeo,[],[],[]
PersonX does PersonX's hair and makeup,[],"[""PersonX denied that they did PersonX's hair and makeup""]",[]
PersonX invites PersonX's friend,"[""PersonX does not invite PersonX's friend"", ""PersonX doesn't tell PersonX's friend about the event""]",[],[]
PersonX rushes to PersonY's car,"[""PersonX does not rush to PersonY's car""]",[],"[""PersonX walks slowly to PersonY's car.""]"
PersonX has a yard sale,[],[],[]
PersonX makes PersonY crazy,"[""PersonX does not make PersonY crazy""]","[""PersonX makes no attempt to make PersonY crazy"", ""PersonX stops making PersonY crazy""]","[""PersonX always calms PersonY down.""]"
PersonX takes ___ back to the store,[],[],[]
PersonX owes money,[],[],[]
PersonX feels happy,[],[],[]
PersonX brings ___ to the attention,[],[],[]
PersonX finds money,[],[],[]
PersonX buries PersonX's ___ in PersonX's hands,[],[],[]
PersonX gets no response,[],[],[]
PersonX lets PersonY have it,[],[],[]
PersonX gets PersonY's keys,[],[],[]
PersonX knows PersonX's father,[],[],[]
PersonX crunches numbers,[],[],[]
PersonX stays with PersonY,[],[],[]
PersonX places PersonY's ___ at the disposal,[],[],[]
PersonX kicks the man,"[""PersonX does not kick the man""]",[],"[""PersonX kicks the soccer ball in.""]"
PersonX holds PersonY's gaze,[],[],[]
PersonX comes every ___,[],[],[]
PersonX waves back,[],[],[]
PersonX is almost done,[],[],[]
PersonX sits by PersonY's side,"[""PersonX does not sit by PersonY's side""]","[""PersonX no longer sits by PersonY's side""]","[""PersonY's side sits by PersonX""]"
PersonX plays a ___ in creating,[],[],[]
PersonX likes pizza,[],[],[]
PersonX seeks ___ abroad,[],[],[]
PersonX opens PersonX's lips,[],[],[]
PersonX takes ___ every night,[],[],[]
PersonX rids PersonX's bikes,[],[],[]
PersonX pushes PersonY's ___ away,[],[],[]
PersonX recently came,[],[],[]
PersonX puts down roots,[],[],[]
PersonX meets PersonX's requirements,[],[],[]
PersonX decides to retire,"[""PersonX does not decide to retire""]","[""PersonX barely decides to retire""]","[""PersonX is just beginning PersonX's career""]"
PersonX rides PersonY's bike,[],[],[]
PersonX kills two birds with PersonX stone,[],[],[]
PersonX stays ___ from work,[],[],[]
PersonX changes people's ___,[],[],[]
PersonX buries PersonY,[],[],[]
PersonX wants to give it a try,[],[],[]
PersonX grabs a knife,[],[],[]
PersonX uses PersonX's ___ to obtain,[],[],[]
PersonX beats PersonY's brother,"[""PersonX does not beat PersonY's brother""]",[],"[""PersonY's brother defeats PersonX.""]"
PersonX streams down PersonY's face,[],[],[]
PersonX hears a noise behind PersonY,[],[],[]
PersonX falls off the wagon,[],[],[]
PersonX visits a ___ near you,[],[],[]
PersonX makes ___ in bed,[],[],[]
PersonX gives PersonY his head,"[""PersonX does not give PersonY his head""]",[],"[""PersonX takes away his head""]"
PersonX gets a raise,[],[],[]
PersonX is in a lot of trouble,"[""PersonX is not in a lot of trouble""]","[""PersonX is scarcely in a lot of trouble""]","[""PersonX is helping people out of trouble""]"
PersonX is going on vacation,[],[],[]
PersonX buys a new cell phone,[],[],[]
PersonX endures every ___,[],[],[]
PersonX produces PersonY effect,[],[],[]
PersonX wants a new puppy,[],[],[]
PersonX breaks PersonX's duck,[],[],[]
PersonX feels really ___,[],[],[]
PersonX tells PersonY told,[],[],[]
PersonX takes PersonY inventory,"[""PersonX does not take PersonY inventory""]",[],"[""PersonX  losses PersonY inventory""]"
PersonX covers PersonX's ___ with PersonX's hands,[],[],[]
PersonX sees PersonY's friends again,[],[],[]
PersonX has to go back,[],[],[]
PersonX searches everywhere but,[],[],[]
PersonX sleeps alone,[],[],[]
PersonX turns the car,[],[],[]
PersonX needs a new car,[],[],[]
PersonX encounters every ___,[],[],[]
PersonX buys tickets,[],[],[]
PersonX is n't feeling well,[],[],[]
PersonX persuades ___ to change,[],[],[]
PersonX also bought ___,[],[],[]
PersonX plays really,[],[],[]
PersonX eats sushi,[],[],[]
PersonX faces PersonY,"[""PersonX does not face PersonY""]",[],[]
PersonX is going fishing,[],[],[]
PersonX shifts PersonY's hips,[],[],[]
PersonX keeps crying,[],[],[]
PersonX uses ___ to provide,[],[],[]
PersonX decides to buy a lottery ticket,[],[],[]
PersonX puts ___ in storage,[],[],[]
PersonX plays bingo,[],[],[]
PersonX tells PersonY wife,"[""PersonX does not tell PersonY wife""]","[""PersonX stops telling PersonY wife""]","[""PersonX tells PersonY husband""]"
PersonX wants to swim,[],[],[]
PersonX sees everyone,[],[],[]
PersonX plays video games all day,[],[],[]
PersonX makes lots of friends,[],[],[]
PersonX lays down next to PersonY,[],[],[]
PersonX loses a lot of weight,"[""PersonX does not lose a lot of weight""]","[""PersonX makes no attempt to lose a lot of weight""]","[""PersonX gained a bunch of weight""]"
PersonX plays a ___ in the future,[],[],[]
PersonX takes a cab,[],[],[]
PersonX recently took ___,[],[],[]
PersonX stresses PersonY out,"[""PersonX does not stress PersonY out""]","[""PersonX barely stresses PersonY out"", ""PersonX refuses to stress PersonY out""]","[""PersonX puts PersonY at ease""]"
PersonX learns programming,[],[],[]
PersonX asks PersonY's neighbors,[],[],[]
PersonX decides to save PersonX's money,[],[],[]
PersonX bakes the cookies,[],[],[]
PersonX tells PersonY to,[],[],[]
PersonX takes ___ to japan,[],[],[]
PersonX becomes a star,[],[],[]
PersonX turns to look at PersonY,[],[],[]
PersonX eats PersonX's wheaties,"[""PersonX does not eat PersonX's wheaties""]",[],"[""PersonX eats donuts""]"
PersonX smells delicious,[],[],[]
PersonX has a bad headache,[],[],[]
PersonX pours the batter,[],[],[]
PersonX indicates briefly the ___,[],[],[]
PersonX prevails among PersonY,[],[],[]
PersonX feels like cooking,[],[],[]
PersonX leans forward,[],[],[]
PersonX is terrible at math,[],[],[]
PersonX keeps within the limits,[],[],[]
PersonX becomes PersonY's president,"[""PersonX does not become PersonY's president""]",[],"[""PersonX becomes noone.""]"
PersonX needs to pay rent,[],[],[]
PersonX makes PersonY's breakfast,[],[],[]
PersonX adds to PersonX's collection,[],[],[]
PersonX is hiking in the woods one day,[],[],[]
PersonX goes snake,[],[],[]
PersonX calls PersonY's mom,"[""PersonX does not call PersonY's mom""]",[],"[""PersonX calls PersonY's dad"", ""PersonX sends a letter to PersonY's mom""]"
PersonX always beats ___,[],[],[]
PersonX runs after PersonY,"[""PersonX does not run after PersonY""]",[],"[""PersonX watches PersonY leave""]"
PersonX makes a profile,"[""PersonX does not make a profile""]","[""PersonX under no circumstances makes a profile""]","[""PersonX deletes their account""]"
PersonX lives on PersonX's own,"[""PersonX does not live on PersonX's own""]",[],"[""PersonX lives at PersonY's house""]"
PersonX is really bad,[],[],[]
PersonX spares PersonY life,"[""PersonX does not spar PersonY life""]","[""PersonX halts sparing PersonY life"", ""PersonX rarely spares PersonY life""]",[]
PersonX hides PersonY's ___ under a bushel,[],[],[]
PersonX leaves PersonX's toys,[],[],[]
PersonX goes ___ with PersonY's friend,[],[],[]
PersonX sees PersonY again,"[""PersonX does not see PersonY again""]",[],"[""PersonX leaves PersonY again""]"
PersonX moves to a small town,[],[],[]
PersonX wins PersonY award,"[""PersonX does not win PersonY award""]",[],"[""PersonX loses PersonY's award""]"
PersonX sees ___ on the floor,[],[],[]
PersonX sees a girl,[],[],[]
PersonX shows PersonY's love,"[""PersonX does not show PersonY's love""]",[],"[""PersonX shows PersonY's hate""]"
PersonX gets the cat,[],[],[]
PersonX steels PersonX's nerves,[],[],[]
PersonX is at the store with PersonX's mom,[],[],[]
PersonX takes PersonY share,[],[],[]
PersonX gets ___ in the mail,[],[],[]
PersonX makes a long story short,"[""PersonX does not make a long story short""]","[""PersonX avoids making a long story short""]","[""PersonX retains the long story length.""]"
PersonX takes home with PersonY,[],[],[]
PersonX would help,[],[],[]
PersonX calls PersonX's brother,"[""PersonX does not call PersonX's brother""]","[""PersonX makes no attempt to call PersonX's brother""]","[""PersonX calls PersonX's sister""]"
PersonX resolves PersonX's differences,[],[],[]
PersonX decides to make cookies,[],[],[]
PersonX shows ___ to PersonX's parents,[],[],[]
PersonX gets a new phone,[],[],[]
PersonX runs down PersonY's cheeks,[],[],[]
PersonX goes on a road trip,[],[],[]
PersonX slips and fell to the ground,[],[],[]
PersonX attends another ___,[],[],[]
PersonX comes to PersonY decision,"[""PersonX does not come to PersonY decision""]",[],"[""PersonX is ignored by PersonY""]"
PersonX turns PersonY's attention,[],[],[]
PersonX gives the ___ away,[],[],[]
PersonX gets PersonY to stop,[],[],[]
PersonX thinks on PersonX's feet,[],[],[]
PersonX depends upon the length,[],[],[]
PersonX gets a sunburn,[],[],[]
PersonX submits the ___ to arbitration,[],[],[]
PersonX waits hours,[],[],[]
PersonX applies PersonX's ___ unto PersonY,[],[],[]
PersonX gives the boy ___,[],[],[]
PersonX puts ___ to paper,[],[],[]
PersonX rewards PersonX,[],[],[]
PersonX appoints another ___,[],[],[]
PersonX determines PersonX's position,[],[],[]
PersonX joins a gang,[],[],[]
PersonX finds one online,[],[],[]
PersonX never drank,[],[],[]
PersonX drinks a lot of water,[],[],[]
PersonX keeps quiet,[],"[""PersonX keeps unquiet""]",[]
PersonX is a great cook,[],[],[]
PersonX puts the ___ in motion,[],[],[]
PersonX says would bring,[],[],[]
PersonX gets back to school,[],[],[]
PersonX pulls PersonY close,"[""PersonX does not pull PersonY close""]",[],[]
PersonX learns another ___,[],[],[]
PersonX puts PersonY away,[],[],[]
PersonX brings ___ to the vet,[],[],[]
PersonX disciplines PersonY,"[""PersonX does not discipline PersonY""]",[],"[""PersonX rewards PersonY.""]"
PersonX determines the number and ___,[],[],[]
PersonX breastfeeds PersonX's baby,"[""PersonX does not breastfeed PersonX's baby""]",[],"[""PersonX breastfeeds someone else's baby.""]"
PersonX hires a private investigator,"[""PersonX does not hire a private investigator""]","[""PersonX refuses to hire a private investigator""]","[""PersonX finds out the information themselves""]"
PersonX pays attention in class,[],[],[]
PersonX wants to hear,[],[],[]
PersonX is much stronger,[],[],[]
PersonX loves PersonX's dad,[],[],[]
PersonX joins PersonY together,[],[],[]
PersonX gives PersonY the answer,"[""PersonX does not give PersonY the answer""]","[""PersonX by no means gives PersonY the answer"", ""PersonX resists giving PersonY the answer""]","[""PersonX gives PersonY the question""]"
PersonX gives chase,[],[],[]
PersonX follows behind PersonY,[],[],[]
PersonX divides the ___ from the waters,[],[],[]
PersonX prevents a ___ from forming,[],[],[]
PersonX grabs PersonX's lunch,[],[],[]
PersonX is really hot,[],[],[]
PersonX loves to play tennis,[],[],[]
PersonX tries hard enough,[],[],[]
PersonX quickly rushed,[],[],[]
PersonX loves PersonY's ___ dearly,[],[],[]
PersonX goes hungry,[],[],[]
PersonX distinguishes ___ from foe,[],[],[]
PersonX is PersonY's last day,[],[],[]
PersonX mixes the ingredients,[],[],[]
PersonX lays PersonY's ___ together,[],[],[]
PersonX clears PersonY's head,[],[],[]
PersonX immediately put ___,[],[],[]
PersonX shakes PersonY's ___ slowly,[],[],[]
PersonX takes ___ last night,[],[],[]
PersonX unbuttons PersonY's pants,[],[],[]
PersonX divides among PersonY,[],[],[]
PersonX celebrates with PersonY,"[""PersonX does not celebrate with PersonY""]",[],"[""PersonX mourns with personY""]"
PersonX needs a ride home,[],[],[]
PersonX descends upon PersonY,[],[],[]
PersonX decides to try,[],[],[]
PersonX pays the bill,[],[],[]
PersonX delegates ___ to others,[],[],[]
PersonX crosses PersonY's legs,[],[],[]
PersonX grabs PersonY's arms,"[""PersonX did not grab PersonY's arms""]",[],"[""Person X kisses Person Y.""]"
PersonX lumps it,[],[],[]
PersonX stays safe,[],[],[]
PersonX rubs at PersonY's eyes,[],[],[]
PersonX cleans PersonY's room,"[""PersonX does not clean PersonY's room""]",[],"[""PersonX plays video games""]"
PersonX also read,[],[],[]
PersonX is always so happy,[],"[""PersonX is always so unhappy""]",[]
PersonX cleans up PersonX's act,"[""PersonX does not clean up PersonX's act""]","[""PersonX hardly ever cleans up PersonX's act""]","[""PersonX binges on drugs.""]"
PersonX heads towards PersonY,[],[],[]
PersonX changes PersonX's tune,[],[],[]
PersonX takes it to the car wash,[],[],[]
PersonX rubs PersonY's eyes,[],[],[]
PersonX writes PersonY's letter,"[""PersonX does not write PersonY's letter""]",[],"[""PersonX steals PersonY's letter""]"
PersonX returns ___ soon,[],[],[]
PersonX plays with a full deck,[],[],[]
PersonX finds a note,[],[],[]
PersonX bears PersonX's share,[],[],[]
PersonX thinks it was cool,[],[],[]
PersonX reaches PersonX's home,[],[],[]
PersonX hopes against hope,[],[],[]
PersonX builds PersonY house,"[""PersonX does not build PersonY house""]",[],"[""PersonX destroys PersonY's house.""]"
PersonX schedules PersonY ___ to show,[],[],[]
PersonX takes ___ to the dog park,[],[],[]
PersonX has passed the test,[],[],[]
PersonX wants to spend,[],[],[]
PersonX is a good worker,[],[],[]
PersonX listens to PersonX's mother,[],[],[]
PersonX deepens PersonY's understanding,[],[],[]
PersonX submits ___ to arbitration,[],[],[]
PersonX sees ___ inside,[],[],[]
PersonX walks ___ to school,[],[],[]
PersonX evens hired ___,[],[],[]
PersonX walks to PersonX's desk,[],[],[]
PersonX wants a new haircut,[],[],[]
PersonX pays PersonY wages,"[""PersonX does not pay PersonY wages""]","[""PersonX opposes paying PersonY wages""]","[""PersonX steals PersonY's wages.""]"
PersonX sees a movie with PersonY's friends,"[""PersonX does not see a movie with PersonY's friends""]",[],"[""PersonY sees a movie with PersonX's friends""]"
PersonX shows PersonX's appreciation,[],[],[]
PersonX teaches ___ to write,[],[],[]
PersonX takes nothing for granted,"[""PersonX does not take nothing for granted""]",[],"[""PersonX takes everything for granted""]"
PersonX has just had a new baby,"[""PersonX does not have just had a new baby"", ""PersonX does not have or want any kids.""]",[],[]
PersonX heads back to the house,[],[],[]
PersonX uses PersonY well,[],[],[]
PersonX pays PersonY dollars,"[""PersonX does not pay PersonY dollars""]",[],"[""PersonX pays PersonY cents""]"
PersonX gives PersonY picture,[],[],[]
PersonX provides PersonY income,"[""PersonX does not provide PersonY income""]",[],[]
PersonX ties together the ___,[],[],[]
PersonX claws PersonY's way,[],[],[]
PersonX plays PersonY role,"[""PersonX does not play PersonY role""]",[],"[""PersonX stole personY role""]"
PersonX seizes every ___,[],[],[]
PersonX practices every day after school,[],[],[]
PersonX leaves together,[],[],[]
PersonX plays ___ all day,[],[],[]
PersonX finds PersonX's dad,"[""PersonX does not find PersonX's dad""]",[],"[""PersonX loses PersonX's dad""]"
PersonX lets go,[],[],[]
PersonX runs to PersonY,"[""PersonX does not run to PersonY""]","[""PersonX has trouble with running to PersonY"", ""PersonX resists running to PersonY"", ""PersonX in unaware of PersonY""]",[]
PersonX explains PersonY away,"[""PersonX does not explain PersonY away""]",[],"[""PersonX explains PersonY inwards""]"
PersonX breaks the camel's back,[],[],[]
PersonX shows PersonY inclination,[],[],[]
PersonX is merely another ___,[],[],[]
PersonX keeps ___ forever,[],[],[]
PersonX grows a set,[],[],[]
PersonX turns a deaf ear,[],[],[]
PersonX loves cats,[],[],[]
PersonX has PersonX's hand in the till,[],[],[]
PersonX wins a lot of money,[],[],[]
PersonX sees a flyer,[],[],[]
PersonX walks a mile in PersonY's shoes,[],[],[]
PersonX cuts class,[],[],[]
PersonX orders a pizza instead,"[""PersonX does not order a pizza instead""]",[],"[""Person X ordered take out from a Chinese restaurant.""]"
PersonX spends time with PersonX's friends,"[""PersonX does not spend time with PersonX's friends""]","[""PersonX avoids PersonX's friends.""]",[]
PersonX sees PersonY in concert,"[""PersonX does not see PersonY in concert""]",[],"[""PersonX hears PersonY in concert""]"
PersonX rings in PersonY's ears,[],[],[]
PersonX gets PersonX's check,"[""PersonX does not get PersonX's check""]","[""PersonX disapproves getting PersonX's check""]","[""PersonX loses PersonX's check""]"
PersonX eats rice,[],[],[]
PersonX pays PersonY's visit,"[""PersonX does not pay PersonY's visit""]","[""Person X  never goes to Person Y's home""]",[]
PersonX makes it big,[],[],[]
PersonX makes it out alive,[],[],[]
PersonX rings down the curtain,[],[],[]
PersonX gets a scholarship,[],[],[]
PersonX plays a ___ in the struggle,[],[],[]
PersonX asks a girl,"[""PersonX does not ask a girl""]","[""PersonX in no way asks a girl""]","[""PersonX goes past a girl.""]"
PersonX picks flowers,[],[],[]
PersonX spends ___ with friends,[],[],[]
PersonX bears ___ to the fact,[],[],[]
PersonX goes to the mattresses,[],[],[]
PersonX teaches the ___ to read,[],[],[]
PersonX drops one,[],[],[]
PersonX takes PersonY seat,[],[],[]
PersonX invites all PersonX's friends and family,"[""PersonX does not invite all PersonX's friends and family"", ""PersonX doesn't tell anyone PersonX is going.""]",[],[]
PersonX leaves the yard,[],[],[]
PersonX has too much stuff,[],[],[]
PersonX ensures PersonY's success,"[""PersonX does not ensure PersonY's success""]",[],"[""PersonX sabotages PersonY's success""]"
PersonX hits the buffers,[],[],[]
PersonX gets PersonX's own apartment,"[""PersonX does not get PersonX's own apartment""]","[""PersonX opposes getting PersonX's own apartment""]","[""PersonX moves in with their parents.""]"
PersonX finds ___ in the refrigerator,[],[],[]
PersonX faces contact with consumers,[],[],[]
PersonX loves ___ anyway,[],[],[]
PersonX puts through the mangle,[],[],[]
PersonX attracts PersonY audience,[],[],[]
PersonX climbs on top of PersonY,"[""PersonX does not climb on top of PersonY""]","[""PersonX has problem with climbing on top of PersonY""]","[""PersonX carries PersonY""]"
PersonX sees PersonY's works,"[""PersonX does not see PersonY's works""]","[""PersonX has trouble with seeing PersonY's works""]","[""PersonX forgets to look at PersonY's works.""]"
PersonX kicks the bucket,[],[],[]
PersonX searches for PersonY,[],[],[]
PersonX uses PersonY's ___ to get,[],[],[]
PersonX becomes annoyed,[],[],[]
PersonX lays the groundwork,"[""PersonX does not lay the groundwork""]",[],"[""PersonX completes the plan.""]"
PersonX picks it up right away,[],[],[]
PersonX hires PersonY attorney,"[""PersonX does not hire PersonY attorney""]","[""PersonX not at all hires PersonY attorney""]","[""PersonX fired PersonY as their attorney.""]"
PersonX feels ___ in PersonY's leg,[],[],[]
PersonX is happy with PersonX's purchase,[],"[""PersonX is unhappy with PersonX's purchase""]",[]
PersonX makes an a on PersonX's test,[],[],[]
PersonX gets dizzy,[],[],[]
PersonX suppresses every ___,[],[],[]
PersonX tries to talk to PersonY,"[""PersonX does not try to talk to PersonY""]","[""PersonX disapproves trying to talk to PersonY"", ""PersonX under no circumstances tries to talk to PersonY""]","[""PersonX tries to ignore PersonY""]"
